date,portfolio,benchmark,drawdown
2022-12-23,0.008799,0.015782,0.0
2022-12-26,0.015108,0.023704,0.0
2022-12-27,0.028084,0.036854,0.0
2022-12-28,-0.004185,0.009401,-0.004185
2022-12-29,-0.025749,-0.011674,-0.029826
2022-12-30,0.018525,0.020199,-0.011853
2023-01-02,-0.009007,0.01958,-0.020754
2023-01-03,0.010534,0.007991,-0.010439
2023-01-04,0.013516,0.02351,0.0
2023-01-05,-0.016619,-0.027594,-0.016619
2023-01-06,-0.010904,-0.02936,-0.027342
2023-01-09,-0.012373,-0.01753,-0.039376
2023-01-10,-0.009456,-0.002012,-0.04846
2023-01-11,0.007661,0.002988,-0.04117
2023-01-12,0.007749,0.012766,-0.033741
2023-01-13,0.006213,0.00293,-0.027737
2023-01-16,-0.005705,-0.026711,-0.033284
2023-01-17,-0.034341,-0.014157,-0.066481
2023-01-18,0.001663,-0.001622,-0.064929
2023-01-19,-0.002001,0.001986,-0.0668
2023-01-20,0.002738,0.007252,-0.064245
2023-01-23,0.009958,0.033175,-0.054926
2023-01-24,-0.003865,0.002264,-0.058579
2023-01-25,0.018659,0.006265,-0.041013
2023-01-26,-0.007707,-8.2e-05,-0.048404
2023-01-27,0.00394,0.003518,-0.044654
2023-01-30,0.004451,0.008118,-0.040402
2023-01-31,-0.005988,0.000335,-0.046148
2023-02-01,0.005473,-0.008494,-0.040928
2023-02-02,0.00586,0.020791,-0.035308
2023-02-03,-0.012782,0.007045,-0.047638
2023-02-06,0.002011,-0.00138,-0.045723
2023-02-07,-0.010107,0.004077,-0.055368
2023-02-08,0.005729,-0.005036,-0.049957
2023-02-09,0.002469,0.024919,-0.047611
2023-02-10,-0.011539,-0.011712,-0.0586
2023-02-13,-0.014477,-0.019522,-0.072229
2023-02-14,-0.017534,-0.026944,-0.088497
2023-02-15,-0.024671,-0.032298,-0.110985
2023-02-16,-0.00103,0.008849,-0.111901
2023-02-17,0.009481,0.004131,-0.103481
2023-02-20,-0.002896,0.004395,-0.106077
2023-02-21,-0.001194,0.007389,-0.107145
2023-02-22,0.012168,0.025208,-0.096281
2023-02-23,0.01913,0.016039,-0.078993
2023-02-24,-0.011005,0.001529,-0.089128
2023-02-27,0.013852,0.004659,-0.07651
2023-02-28,-0.003151,0.019981,-0.07942
2023-03-01,-0.009493,-0.011662,-0.088159
2023-03-02,-0.019556,-0.005327,-0.105991
2023-03-03,-0.020959,-0.017902,-0.124729
2023-03-06,-0.00065,-0.017887,-0.125298
2023-03-07,0.006797,-0.015742,-0.119353
2023-03-08,0.017919,0.002387,-0.103573
2023-03-09,0.016289,0.010629,-0.088971
2023-03-10,-0.012414,-0.033125,-0.10028
2023-03-13,-0.009788,0.016307,-0.109086
2023-03-14,-0.00424,-0.006106,-0.112864
2023-03-15,0.010539,-0.005928,-0.103515
2023-03-16,0.005662,-0.003067,-0.098439
2023-03-17,-0.01117,-0.029682,-0.108509
2023-03-20,0.00813,0.007423,-0.101262
2023-03-21,-0.004518,-0.02073,-0.105322
2023-03-22,-0.005227,-0.008573,-0.109998
2023-03-23,-0.011057,-0.036507,-0.119839
2023-03-24,-0.012184,-0.006505,-0.130563
2023-03-27,0.000517,-0.001342,-0.130114
2023-03-28,-0.005342,-0.008121,-0.134761
2023-03-29,0.002537,0.002148,-0.132566
2023-03-30,-0.003042,-0.001516,-0.135205
2023-03-31,0.011859,0.028052,-0.124949
2023-04-03,-0.006467,-0.004451,-0.130608
2023-04-04,-0.014984,-0.010969,-0.143635
2023-04-05,0.010311,0.009848,-0.134805
2023-04-06,0.007074,-0.008934,-0.128685
2023-04-07,0.019135,0.011931,-0.112013
2023-04-10,0.006694,-0.013983,-0.106069
2023-04-11,0.002924,-0.004828,-0.103455
2023-04-12,0.003894,-0.006949,-0.099964
2023-04-13,0.007875,0.039898,-0.092876
2023-04-14,0.014556,0.038985,-0.079671
2023-04-17,0.001394,0.007057,-0.078389
2023-04-18,0.00865,0.020646,-0.070417
2023-04-19,0.015043,0.016766,-0.056433
2023-04-20,0.00133,-0.025377,-0.055179
2023-04-21,0.011183,0.007798,-0.044613
2023-04-24,-0.00371,-0.008735,-0.048157
2023-04-25,0.002846,0.004029,-0.045448
2023-04-26,-0.011766,-0.033722,-0.056679
2023-04-27,-0.013351,-0.007697,-0.069273
2023-04-28,-0.013609,-0.015069,-0.081939
2023-05-01,-0.009771,-0.034902,-0.09091
2023-05-02,-0.009984,0.00091,-0.099986
2023-05-03,0.001784,-0.003736,-0.09838
2023-05-04,0.023071,0.018451,-0.077579
2023-05-05,0.009795,0.010907,-0.068544
2023-05-08,-0.01478,-0.002916,-0.082311
2023-05-09,0.001482,0.005742,-0.080952
2023-05-10,-0.004906,-0.002251,-0.08546
2023-05-11,-0.005989,0.003938,-0.090937
2023-05-12,-0.000103,0.000796,-0.091031
2023-05-15,-0.001838,0.020561,-0.092701
2023-05-16,0.00224,0.004127,-0.090669
2023-05-17,0.013283,-0.003851,-0.07859
2023-05-18,-0.010784,-0.017988,-0.088527
2023-05-19,0.000282,-0.018276,-0.088271
2023-05-22,0.019423,0.024454,-0.070563
2023-05-23,-0.002002,0.004721,-0.072423
2023-05-24,0.018861,0.016858,-0.054928
2023-05-25,0.004984,-0.002752,-0.050217
2023-05-26,0.007518,0.018879,-0.043077
2023-05-29,-0.001671,0.009852,-0.044676
2023-05-30,-0.002195,0.002836,-0.046774
2023-05-31,-0.001703,-0.01664,-0.048397
2023-06-01,0.00765,0.00618,-0.041117
2023-06-02,-0.011725,-0.020131,-0.05236
2023-06-05,0.013403,0.015763,-0.039659
2023-06-06,0.009358,0.027958,-0.030673
2023-06-07,-6.9e-05,0.016697,-0.030739
2023-06-08,-0.007697,-0.01098,-0.0382
2023-06-09,0.011437,0.01593,-0.0272
2023-06-12,-0.009779,-0.002158,-0.036712
2023-06-13,0.011662,0.031398,-0.025479
2023-06-14,-0.012301,-0.022716,-0.037467
2023-06-15,-0.009152,0.010966,-0.046276
2023-06-16,-0.019574,-0.036993,-0.064944
2023-06-19,-0.012344,-0.028148,-0.076487
2023-06-20,0.021252,0.02387,-0.056861
2023-06-21,0.010765,0.01076,-0.046707
2023-06-22,0.005695,-0.012065,-0.041278
2023-06-23,-0.014189,-0.017633,-0.054882
2023-06-26,-0.027333,-0.045604,-0.080714
2023-06-27,-0.010917,-0.004746,-0.09075
2023-06-28,0.025233,0.038906,-0.067807
2023-06-29,0.012526,0.009484,-0.056131
2023-06-30,0.00852,0.000698,-0.048089
2023-07-03,0.009676,0.006598,-0.038879
2023-07-04,-0.027089,-0.023051,-0.064914
2023-07-05,-0.002837,-0.018188,-0.067567
2023-07-06,0.002353,-0.005463,-0.065373
2023-07-07,-0.001631,0.001199,-0.066897
2023-07-10,0.004415,-0.002319,-0.062778
2023-07-11,-0.003861,-0.012373,-0.066397
2023-07-12,0.006767,0.019846,-0.060079
2023-07-13,-0.003036,-0.01333,-0.062933
2023-07-14,0.006818,-0.002459,-0.056544
2023-07-17,0.008711,0.0281,-0.048325
2023-07-18,-0.006946,-0.02175,-0.054936
2023-07-19,-0.016082,-0.019118,-0.070134
2023-07-20,0.016745,0.036415,-0.054564
2023-07-21,-0.003169,-0.004597,-0.05756
2023-07-24,0.009875,0.030315,-0.048253
2023-07-25,-0.006318,8.5e-05,-0.054266
2023-07-26,0.010539,0.020206,-0.044299
2023-07-27,0.009133,0.015943,-0.03557
2023-07-28,0.002009,0.00978,-0.033633
2023-07-31,0.020433,0.039528,-0.013887
2023-08-01,-0.004936,0.025912,-0.018754
2023-08-02,0.006178,-0.010181,-0.012692
2023-08-03,-0.000297,-0.010111,-0.012985
2023-08-04,0.008647,0.001495,-0.004451
2023-08-07,-0.018381,-0.005849,-0.02275
2023-08-08,0.009622,0.014139,-0.013347
2023-08-09,-0.008257,-0.00564,-0.021494
2023-08-10,0.01092,-0.000126,-0.010809
2023-08-11,-0.028918,-0.031856,-0.039415
2023-08-14,-0.001919,-0.009366,-0.041258
2023-08-15,-0.019106,-0.043618,-0.059576
2023-08-16,-0.015753,-0.009862,-0.07439
2023-08-17,0.0018,0.006591,-0.072724
2023-08-18,0.008935,-0.005035,-0.064439
2023-08-21,-0.00517,0.010002,-0.069275
2023-08-22,-0.003382,-0.005534,-0.072423
2023-08-23,-0.000445,0.016873,-0.072836
2023-08-24,-0.021645,-0.004871,-0.092904
2023-08-25,0.005164,-0.015646,-0.088219
2023-08-28,0.00703,0.011654,-0.08181
2023-08-29,-0.007871,-0.00472,-0.089037
2023-08-30,0.009012,0.002853,-0.080827
2023-08-31,0.00544,-0.005754,-0.075827
2023-09-01,0.019848,0.02199,-0.057483
2023-09-04,-0.003038,0.004906,-0.060347
2023-09-05,-0.00322,-0.010585,-0.063372
2023-09-06,-0.007141,-0.005324,-0.070061
2023-09-07,0.001846,-0.007107,-0.068345
2023-09-08,-0.002393,-0.009535,-0.070574
2023-09-11,-0.002521,-0.002327,-0.072917
2023-09-12,-0.007056,-0.008357,-0.079459
2023-09-13,-0.008383,-0.010462,-0.087176
2023-09-14,-0.004769,0.023483,-0.091529
2023-09-15,-0.003958,-0.021485,-0.095125
2023-09-18,0.008403,0.023163,-0.087521
2023-09-19,0.009279,0.012616,-0.079054
2023-09-20,-0.003546,0.020369,-0.08232
2023-09-21,-0.013036,0.000234,-0.094282
2023-09-22,-5e-06,0.006479,-0.094287
2023-09-25,-0.001176,-0.006976,-0.095352
2023-09-26,-0.015906,-0.024086,-0.109741
2023-09-27,-0.009533,0.003089,-0.118228
2023-09-28,0.005011,-0.021336,-0.11381
2023-09-29,-0.017983,0.002206,-0.129746
2023-10-02,0.003721,-0.000821,-0.126508
2023-10-03,-0.003486,-0.017917,-0.129553
2023-10-04,0.019451,-0.00279,-0.112621
2023-10-05,0.006037,0.015198,-0.107264
2023-10-06,-0.004044,-0.003197,-0.110875
2023-10-09,0.006803,-0.004051,-0.104826
2023-10-10,-0.038641,-0.029888,-0.139416
2023-10-11,-0.011961,-0.028835,-0.14971
2023-10-12,-0.003573,-0.003829,-0.152748
2023-10-13,-0.008587,-0.020149,-0.160023
2023-10-16,0.003454,0.006622,-0.157122
2023-10-17,0.019394,0.016454,-0.140776
2023-10-18,-0.013788,-0.014124,-0.152623
2023-10-19,-0.004005,-0.030036,-0.156017
2023-10-20,0.001445,-0.00572,-0.154798
2023-10-23,0.008632,0.000123,-0.147502
2023-10-24,-0.025294,-0.026436,-0.169065
2023-10-25,0.00383,-0.005935,-0.165882
2023-10-26,0.016966,0.017164,-0.151731
2023-10-27,-0.027005,-0.025889,-0.174638
2023-10-30,-0.012393,-0.025114,-0.184867
2023-10-31,-0.002685,0.006367,-0.187055
2023-11-01,-0.005088,-0.033152,-0.191191
2023-11-02,0.015045,-0.003126,-0.179023
2023-11-03,0.002921,-0.006025,-0.176625
2023-11-06,-0.020607,-0.044307,-0.193592
2023-11-07,-0.002255,0.014595,-0.19541
2023-11-08,-0.007575,-0.005408,-0.201505
2023-11-09,0.004946,0.025153,-0.197555
2023-11-10,-0.010766,-0.032002,-0.206195
2023-11-13,-0.006593,0.00944,-0.211428
2023-11-14,0.009768,0.006937,-0.203725
2023-11-15,0.001821,0.008674,-0.202276
2023-11-16,0.004483,0.00101,-0.198699
2023-11-17,-0.012269,-0.012534,-0.208531
2023-11-20,0.018202,0.019943,-0.194124
2023-11-21,-0.011227,0.010043,-0.203172
2023-11-22,0.012179,0.006334,-0.193467
2023-11-23,-0.014521,-0.008748,-0.205178
2023-11-24,0.006966,0.00731,-0.199642
2023-11-27,-0.004944,-0.018597,-0.203599
2023-11-28,-0.019082,-0.024408,-0.218796
2023-11-29,0.004467,-0.001976,-0.215306
2023-11-30,-0.005277,0.011983,-0.219447
2023-12-01,0.002217,0.01092,-0.217716
2023-12-04,0.007585,0.020339,-0.211783
2023-12-05,-0.001591,-0.015849,-0.213037
2023-12-06,0.004804,-0.003362,-0.209256
2023-12-07,-0.005703,0.004675,-0.213765
2023-12-08,-0.004533,0.009144,-0.217329
2023-12-11,0.003507,-0.006558,-0.214585
2023-12-12,-0.00221,-0.013212,-0.216321
2023-12-13,-0.001047,-0.010211,-0.217141
2023-12-14,0.021897,0.008439,-0.199999
2023-12-15,-0.013348,-0.014466,-0.210677
2023-12-18,-0.03764,-0.024243,-0.240388
2023-12-19,0.021333,0.007752,-0.224183
2023-12-20,0.028112,0.025325,-0.202373
2023-12-21,-0.0057,-0.018458,-0.206919
2023-12-22,-0.019851,-0.021274,-0.222662
2023-12-25,-0.000515,-0.014022,-0.223063
2023-12-26,0.004163,-0.008189,-0.219829
2023-12-27,-0.009619,-0.005037,-0.227333
2023-12-28,-0.01135,0.007138,-0.236103
2023-12-29,0.016865,-0.010892,-0.22322
2024-01-01,0.006219,0.013562,-0.218389
2024-01-02,-0.016388,-0.022637,-0.231198
2024-01-03,0.013916,0.017805,-0.220499
2024-01-04,0.030468,0.034478,-0.19675
2024-01-05,-0.001119,-0.006487,-0.197649
2024-01-08,-0.004974,-0.015134,-0.201639
2024-01-09,-0.004755,-0.002731,-0.205436
2024-01-10,0.007073,-0.00892,-0.199816
2024-01-11,-0.029038,-0.013832,-0.223052
2024-01-12,0.005772,-0.000894,-0.218567
2024-01-15,-0.002373,0.016894,-0.220421
2024-01-16,0.03,0.024008,-0.197034
2024-01-17,-0.010728,0.008734,-0.205647
2024-01-18,0.016599,0.013864,-0.192462
2024-01-19,-0.003354,-0.023694,-0.19517
2024-01-22,-0.001202,-0.00153,-0.196138
2024-01-23,0.003571,0.003875,-0.193267
2024-01-24,-0.009183,-0.014567,-0.200675
2024-01-25,0.001017,0.004981,-0.199862
2024-01-26,0.01547,0.024631,-0.187484
2024-01-29,-0.002437,0.010943,-0.189464
2024-01-30,-0.020049,-0.019954,-0.205715
2024-01-31,-0.006956,-0.000253,-0.21124
2024-02-01,-0.003422,-0.007714,-0.213939
2024-02-02,0.002508,-0.010793,-0.211968
2024-02-05,-0.00561,-0.011277,-0.216389
2024-02-06,-0.00089,-0.007976,-0.217086
2024-02-07,-0.024672,-0.026446,-0.236402
2024-02-08,0.001602,0.014358,-0.235179
2024-02-09,0.004055,-0.006868,-0.232078
2024-02-12,-0.02867,-0.008955,-0.254094
2024-02-13,0.005099,0.009386,-0.250291
2024-02-14,0.008498,0.007354,-0.24392
2024-02-15,0.008022,-0.026069,-0.237855
2024-02-16,-0.008965,-0.013662,-0.244688
2024-02-19,0.015592,0.010024,-0.232911
2024-02-20,0.02445,0.009408,-0.214155
2024-02-21,0.026047,0.025734,-0.193686
2024-02-22,0.020659,-0.004067,-0.177028
2024-02-23,0.007574,0.016246,-0.170795
2024-02-26,0.003554,-0.00119,-0.167848
2024-02-27,0.008793,-0.005417,-0.160531
2024-02-28,0.010772,0.016965,-0.151488
2024-02-29,0.013494,0.03323,-0.140038
2024-03-01,0.000925,-0.002146,-0.139242
2024-03-04,-0.014779,-0.007498,-0.151964
2024-03-05,-0.017652,-0.007422,-0.166933
2024-03-06,0.011165,0.013949,-0.157631
2024-03-07,0.025576,0.030014,-0.136087
2024-03-08,-0.006646,-0.025646,-0.141829
2024-03-11,-0.003239,0.000189,-0.144609
2024-03-12,0.004551,0.008454,-0.140716
2024-03-13,-0.009953,-0.007978,-0.149269
2024-03-14,0.012529,0.019805,-0.13861
2024-03-15,-0.021014,-0.035592,-0.156711
2024-03-18,-0.008713,-0.021625,-0.164059
2024-03-19,-0.00712,0.004125,-0.170011
2024-03-20,-0.016781,-0.036823,-0.183939
2024-03-21,-0.016169,-0.008419,-0.197134
2024-03-22,-0.018062,0.016368,-0.211635
2024-03-25,-0.001426,-0.004398,-0.212759
2024-03-26,0.004631,0.01822,-0.209113
2024-03-27,-0.001007,-0.01169,-0.20991
2024-03-28,-0.014408,0.009036,-0.221293
2024-03-29,0.011106,-0.004777,-0.212645
2024-04-01,0.005184,0.031346,-0.208563
2024-04-02,-0.010395,-0.003858,-0.21679
2024-04-03,-0.013328,-0.042868,-0.227229
2024-04-04,0.009382,-0.003048,-0.219979
2024-04-05,-0.003304,0.010365,-0.222556
2024-04-08,0.010158,0.007257,-0.214658
2024-04-09,0.000867,-0.007648,-0.213977
2024-04-10,0.019442,0.007127,-0.198696
2024-04-11,-0.010987,0.005731,-0.207499
2024-04-12,0.003491,-0.000615,-0.204733
2024-04-15,0.00854,0.004273,-0.197942
2024-04-16,-0.013161,-0.013916,-0.208498
2024-04-17,-0.01498,-0.013535,-0.220354
2024-04-18,0.015819,0.003539,-0.208021
2024-04-19,-0.006381,-0.011919,-0.213075
2024-04-22,-0.009512,-0.011867,-0.22056
2024-04-23,0.000815,0.019577,-0.219925
2024-04-24,0.004466,0.010143,-0.216441
2024-04-25,-0.019334,-0.017144,-0.231591
2024-04-26,-0.018935,-0.033438,-0.246141
2024-04-29,0.001755,-0.005467,-0.244818
2024-04-30,0.02867,0.017039,-0.223166
2024-05-01,-0.003107,0.005331,-0.22558
2024-05-02,0.011545,0.013271,-0.216639
2024-05-03,-0.011528,-0.021746,-0.22567
2024-05-06,-0.014886,-0.006548,-0.237197
2024-05-07,0.015322,-0.007319,-0.225509
2024-05-08,5.5e-05,0.003647,-0.225466
2024-05-09,0.002242,0.017175,-0.223729
2024-05-10,-0.001389,0.027517,-0.224808
2024-05-13,0.00912,0.014997,-0.217738
2024-05-14,0.003569,0.008136,-0.214946
2024-05-15,-9e-05,-0.002329,-0.215016
2024-05-16,0.00372,-0.005882,-0.212095
2024-05-17,-0.006981,-0.027805,-0.217596
2024-05-20,-0.013429,-0.024306,-0.228102
2024-05-21,0.001995,0.011034,-0.226562
2024-05-22,0.020274,-0.002194,-0.210881
2024-05-23,-0.009546,-0.012008,-0.218414
2024-05-24,-0.015137,-0.033875,-0.230245
2024-05-27,0.011431,0.004956,-0.221446
2024-05-28,0.001997,0.017629,-0.219891
2024-05-29,0.020187,0.022377,-0.204143
2024-05-30,0.004286,0.01005,-0.200732
2024-05-31,-0.008472,-0.005794,-0.207503
2024-06-03,-0.016259,-0.008851,-0.220389
2024-06-04,-0.011025,1.1e-05,-0.228984
2024-06-05,0.007003,-0.006946,-0.223585
2024-06-06,-0.007742,-0.010215,-0.229595
2024-06-07,0.022731,0.013869,-0.212083
2024-06-10,0.020504,0.038389,-0.195928
2024-06-11,0.008667,0.014165,-0.188959
2024-06-12,-0.008118,0.000221,-0.195543
2024-06-13,0.010335,0.001289,-0.187229
2024-06-14,0.008748,0.016093,-0.180119
2024-06-17,0.016919,0.020142,-0.166248
2024-06-18,0.012766,0.000364,-0.155604
2024-06-19,0.01363,0.000129,-0.144095
2024-06-20,0.005843,-0.001652,-0.139094
2024-06-21,0.009366,0.001475,-0.13103
2024-06-24,-0.007384,-0.006339,-0.137446
2024-06-25,-0.013081,-0.026614,-0.148729
2024-06-26,-0.000785,-0.008301,-0.149398
2024-06-27,-0.008201,-0.007347,-0.156373
2024-06-28,-0.016396,-0.01331,-0.170206
2024-07-01,0.018218,0.017911,-0.155088
2024-07-02,0.017871,0.009503,-0.139989
2024-07-03,0.016107,0.013269,-0.126137
2024-07-04,0.005308,-0.010026,-0.121498
2024-07-05,0.024868,0.008036,-0.099651
2024-07-08,0.004344,0.008508,-0.09574
2024-07-09,0.003028,-0.021763,-0.093003
2024-07-10,-0.006004,-0.01652,-0.098448
2024-07-11,0.003207,-0.013426,-0.095557
2024-07-12,0.001921,0.015111,-0.09382
2024-07-15,-0.019778,-0.026903,-0.111742
2024-07-16,-0.002292,0.012423,-0.113778
2024-07-17,-6.6e-05,0.002557,-0.113837
2024-07-18,0.018342,0.010126,-0.097583
2024-07-19,0.015199,-0.001993,-0.083866
2024-07-22,0.008933,0.007708,-0.075682
2024-07-23,0.007074,0.023965,-0.069143
2024-07-24,-0.002805,-0.007972,-0.071754
2024-07-25,-0.007476,0.005873,-0.078693
2024-07-26,0.001434,-0.015895,-0.077372
2024-07-29,-0.001438,-0.007095,-0.078699
2024-07-30,-0.009075,-0.011935,-0.08706
2024-07-31,-0.021496,-0.025338,-0.106685
2024-08-01,0.008978,0.002079,-0.098665
2024-08-02,0.00574,0.017897,-0.093491
2024-08-05,-0.019851,-0.034737,-0.111486
2024-08-06,-0.002226,0.003764,-0.113463
2024-08-07,0.01593,0.022913,-0.099341
2024-08-08,0.010947,0.020143,-0.089482
2024-08-09,0.001907,0.024198,-0.087746
2024-08-12,0.009731,0.022859,-0.078868
2024-08-13,-0.005849,-0.023499,-0.084256
2024-08-14,-0.007447,-0.017037,-0.091076
2024-08-15,-0.002939,0.018994,-0.093747
2024-08-16,0.009099,-0.009448,-0.085502
2024-08-19,0.015825,0.029668,-0.07103
2024-08-20,0.009343,0.021057,-0.062351
2024-08-21,-0.004672,-0.005754,-0.066732
2024-08-22,-0.016842,-0.021459,-0.08245
2024-08-23,-0.004829,0.000799,-0.086881
2024-08-26,0.005705,0.005518,-0.081672
2024-08-27,-0.004604,-0.011952,-0.0859
2024-08-28,0.001057,-0.005449,-0.084934
2024-08-29,-0.011096,0.010328,-0.095088
2024-08-30,-0.002734,0.019361,-0.097561
2024-09-02,-0.005747,0.004629,-0.102748
2024-09-03,-0.005749,0.013626,-0.107906
2024-09-04,0.003098,0.001566,-0.105143
2024-09-05,0.001247,0.00215,-0.104027
2024-09-06,0.007999,-0.010575,-0.09686
2024-09-09,0.006684,-0.015447,-0.090823
2024-09-10,-0.000562,-0.005706,-0.091334
2024-09-11,0.021242,0.022129,-0.072032
2024-09-12,-0.012455,-0.007651,-0.083589
2024-09-13,-0.016392,-0.020752,-0.098611
2024-09-16,-0.017715,-0.018781,-0.114579
2024-09-17,-0.005188,-0.01591,-0.119172
2024-09-18,0.013274,-0.003185,-0.107481
2024-09-19,-0.012606,-0.003706,-0.118732
2024-09-20,0.005102,0.042769,-0.114236
2024-09-23,-0.024322,-0.016323,-0.13578
2024-09-24,0.015024,0.010076,-0.122795
2024-09-25,0.02481,0.019897,-0.101032
2024-09-26,-0.010856,-0.032126,-0.110791
2024-09-27,-0.009168,-0.021723,-0.118944
2024-09-30,-0.012081,0.002227,-0.129588
2024-10-01,0.000345,-0.038244,-0.129287
2024-10-02,0.006949,-0.01454,-0.123237
2024-10-03,0.018013,0.030738,-0.107443
2024-10-04,0.026133,0.02273,-0.084118
2024-10-07,-0.004848,-0.020008,-0.088558
2024-10-08,0.024474,0.042265,-0.066251
2024-10-09,0.012261,-0.007599,-0.054802
2024-10-10,0.019164,0.030863,-0.036689
2024-10-11,-0.007563,0.022534,-0.043975
2024-10-14,0.010729,-0.006811,-0.033718
2024-10-15,0.00692,0.010176,-0.027031
2024-10-16,0.03093,0.027534,0.0
2024-10-17,0.011252,0.001945,0.0
2024-10-18,-0.008794,-0.013883,-0.008794
2024-10-21,0.012857,0.008616,0.0
2024-10-22,-0.003421,-0.008147,-0.003421
2024-10-23,-0.005844,-0.003858,-0.009245
2024-10-24,0.016498,0.02597,0.0
2024-10-25,-0.006141,-0.009786,-0.006141
2024-10-28,-0.007683,0.007732,-0.013777
2024-10-29,0.001083,0.012185,-0.012709
2024-10-30,0.005766,0.017951,-0.007016
2024-10-31,0.005334,0.004055,-0.00172
2024-11-01,-0.014773,-0.011448,-0.016468
2024-11-04,0.011413,0.024543,-0.005242
2024-11-05,0.002844,-0.020733,-0.002413
2024-11-06,-0.011843,-0.023344,-0.014227
2024-11-07,0.003733,-0.024474,-0.010547
2024-11-08,0.004311,-0.01374,-0.006281
2024-11-11,-0.005298,-0.003408,-0.011546
2024-11-12,0.017043,0.027214,0.0
2024-11-13,-0.012493,-0.038583,-0.012493
2024-11-14,0.003795,-0.007711,-0.008745
2024-11-15,-0.009372,0.002958,-0.018036
2024-11-18,0.003097,-0.003338,-0.014995
2024-11-19,0.009139,-6.9e-05,-0.005993
2024-11-20,-0.004871,-0.017271,-0.010835
2024-11-21,0.006315,0.012655,-0.004589
2024-11-22,0.011366,0.011008,0.0
2024-11-25,0.001061,-0.030554,0.0
